name	gene_id	biotype	cluster	chr	start	end
lin7a	ENSDARG00000013414	protein_coding	Cluster001	4	22030787	22130498
lin7b	ENSDARG00000037932	protein_coding	Cluster001	3	31802179	31812995
lin9	ENSDARG00000028475	protein_coding	Cluster143	20	43794130	43818164
lingo1a	ENSDARG00000034165	protein_coding	Cluster001	25	7054940	7057060
lingo1b	ENSDARG00000035899	protein_coding	Cluster001	7	48187463	48212141
lingo2a	ENSDARG00000074535	protein_coding	Cluster001	14	44058092	44129940
lingo3a	ENSDARG00000061970	protein_coding	Cluster001	22	20548884	20550701
lingo4b	ENSDARG00000078527	protein_coding	Cluster001	16	29521351	29545712
lipea	ENSDARG00000063037	protein_coding	Cluster001	19	10875054	10910681
lipf	ENSDARG00000018529	protein_coding	Cluster024	12	17036768	17079154
lipg	ENSDARG00000031044	protein_coding	Cluster002	8	32367704	32376810
lipia	ENSDARG00000007108	protein_coding	Cluster002	21	34910543	34938382
lipin2	ENSDARG00000061214	protein_coding	Cluster188	2	30976818	31000975
lix1	ENSDARG00000052154	protein_coding	Cluster048	5	64133318	64150043
lix1l	ENSDARG00000063244	protein_coding	Cluster192	19	7608184	7621902
llgl1	ENSDARG00000009693	protein_coding	Cluster002	3	39828496	39912909
llph	ENSDARG00000055360	protein_coding	Cluster032	4	22576864	22579351
lman1	ENSDARG00000069980	protein_coding	Cluster120	21	10609403	10638624
lmbrd1	ENSDARG00000104223	protein_coding	Cluster133	13	38495627	38666171
lmf2a	ENSDARG00000078094	protein_coding	Cluster002	18	6747178	6768952
lmnb1	ENSDARG00000044299	protein_coding	Cluster139	10	16078127	16098789
lmnb2	ENSDARG00000101624	protein_coding	Cluster009	22	3103813	3135084
lmnl3	ENSDARG00000007751	protein_coding	Cluster002	23	46000368	46012740
lmo2	ENSDARG00000095019	protein_coding	Cluster142	18	38307869	38315657
lmo3	ENSDARG00000008720	protein_coding	Cluster003	4	12613874	12680444
lmo4a	ENSDARG00000013853	protein_coding	Cluster051	5	32324516	32346102
lmo7b	ENSDARG00000053535	protein_coding	Cluster002	1	33633277	33718216
lmod1b	ENSDARG00000077261	protein_coding	Cluster001	11	24651554	24657291
lmod2b	ENSDARG00000045864	protein_coding	Cluster001	4	4105280	4110678
lmod3	ENSDARG00000062662	protein_coding	Cluster020	23	14058901	14066565
lmtk2	ENSDARG00000076324	protein_coding	Cluster083	3	60988583	61056186
lmx1a	ENSDARG00000020354	protein_coding	Cluster002	20	34018898	34037381
lmx1bb	ENSDARG00000068365	protein_coding	Cluster019	8	33251003	33372681
lnpa	ENSDARG00000063646	protein_coding	Cluster002	9	2020028	2044714
lnx1	ENSDARG00000043323	protein_coding	Cluster104	20	22766860	22841538
lnx2a	ENSDARG00000029177	protein_coding	Cluster001	24	21501141	21529822
lnx2b	ENSDARG00000071478	protein_coding	Cluster002	14	32578170	32605615
lonp1	ENSDARG00000102765	protein_coding	Cluster002	22	3143174	3165692
lonp2	ENSDARG00000101438	protein_coding	Cluster131	18	18486608	18535558
loxa	ENSDARG00000003259	protein_coding	Cluster001	10	7779840	7798176
loxl1	ENSDARG00000054451	protein_coding	Cluster015	18	50128943	50156230
loxl2b	ENSDARG00000044074	protein_coding	Cluster020	5	26840168	26887645
loxl3b	ENSDARG00000039563	protein_coding	Cluster006	13	15103529	15273579
loxl4	ENSDARG00000025089	protein_coding	Cluster001	13	40056597	40112923
loxl5b	ENSDARG00000076904	protein_coding	Cluster052	2	55888171	55918045
lpar1	ENSDARG00000099840	protein_coding	Cluster241	10	13042536	13108107
lpar2b	ENSDARG00000042561	protein_coding	Cluster008	1	58415318	58439198
lpar4	ENSDARG00000089824	protein_coding	Cluster001	14	10181976	10197874
lpar6b	ENSDARG00000069441	protein_coding	Cluster055	21	22948470	22949672
lpcat1	ENSDARG00000011506	protein_coding	Cluster002	19	28706989	28749941
lpcat3	ENSDARG00000075178	protein_coding	Cluster170	16	12283535	12345460
lpcat4	ENSDARG00000035028	protein_coding	Cluster002	7	1337849	1359886
lpgat1	ENSDARG00000013542	protein_coding	Cluster179	20	13885547	13978360
lpin1	ENSDARG00000020239	protein_coding	Cluster005	17	30425555	30453489
lrata	ENSDARG00000037278	protein_coding	Cluster061	1	25005969	25007210
lrch2	ENSDARG00000075580	protein_coding	Cluster007	5	36531665	36647558
lrch3	ENSDARG00000100679	protein_coding	Cluster218	18	3482744	3548800
lrfn1	ENSDARG00000027602	protein_coding	Cluster001	15	45778772	45917030
lrfn2b	ENSDARG00000077489	protein_coding	Cluster001	20	36735	88842
lrfn4a	ENSDARG00000055132	protein_coding	Cluster001	21	26871217	26882208
lrfn4b	ENSDARG00000078078	protein_coding	Cluster001	7	60245896	60293076
lrfn5a	ENSDARG00000071230	protein_coding	Cluster252	17	13654876	13775052
lrfn5b	ENSDARG00000079396	protein_coding	Cluster119	20	54594462	54618294
lrig2	ENSDARG00000078561	protein_coding	Cluster145	6	47810996	47841706
lrit1a	ENSDARG00000019179	protein_coding	Cluster001	13	29331799	29337108
lrit1b	ENSDARG00000099406	protein_coding	Cluster001	12	48952071	48955234
lrit2	ENSDARG00000030626	protein_coding	Cluster001	13	29339992	29343854
lrmp	ENSDARG00000045574	protein_coding	Cluster016	4	17263620	17289952
lrp11	ENSDARG00000034076	protein_coding	Cluster001	20	1257358	1270412
lrp13	ENSDARG00000023479	protein_coding	Cluster244	5	8674940	8712120
lrp1aa	ENSDARG00000097827	protein_coding	Cluster001	11	1601950	1867375
lrp1ba:ENSDARG00000094171	ENSDARG00000094171	protein_coding	Cluster001	22	14336629	14451352
lrp1bb	ENSDARG00000061517	protein_coding	Cluster001	9	36546945	36885203
lrp2a	ENSDARG00000102506	protein_coding	Cluster036	9	48717448	48974769
lrp2b	ENSDARG00000007906	protein_coding	Cluster005	12	16083802	16180592
lrp5	ENSDARG00000006921	protein_coding	Cluster007	25	10546344	10672001
lrp6	ENSDARG00000100143	protein_coding	Cluster009	4	169196	195214
lrp8	ENSDARG00000070074	protein_coding	Cluster001	6	34528930	34828125
lrrc1	ENSDARG00000102684	protein_coding	Cluster002	13	2122952	2151885
lrrc15	ENSDARG00000070792	protein_coding	Cluster004	6	36482003	36485801
lrrc17	ENSDARG00000037960	protein_coding	Cluster211	4	20420216	20435110
lrrc20	ENSDARG00000105018	protein_coding	Cluster007	12	48306862	48330377
lrrc24	ENSDARG00000101704	protein_coding	Cluster001	2	51448963	51465702
lrrc3	ENSDARG00000078415	protein_coding	Cluster011	9	42355791	42362957
lrrc30a	ENSDARG00000029710	protein_coding	Cluster003	24	41778204	41779303
lrrc32	ENSDARG00000040621	protein_coding	Cluster001	10	252425	257043
lrrc38a	ENSDARG00000075147	protein_coding	Cluster001	23	21848885	21870966
lrrc38b	ENSDARG00000087745	protein_coding	Cluster001	11	28229124	28267804
lrrc39	ENSDARG00000071465	protein_coding	Cluster014	22	16282180	16285932
lrrc4.1	ENSDARG00000069402	protein_coding	Cluster001	4	19545857	19550109
lrrc4.2	ENSDARG00000003020	protein_coding	Cluster001	18	10327404	10329338
lrrc40	ENSDARG00000017708	protein_coding	Cluster017	6	30123189	30131993
lrrc45	ENSDARG00000014005	protein_coding	Cluster210	12	2958790	2985114
lrrc4bb	ENSDARG00000014792	protein_coding	Cluster001	24	38481281	38496561
lrrc58b	ENSDARG00000063509	protein_coding	Cluster001	9	9741188	9754175
lrrc59	ENSDARG00000071426	protein_coding	Cluster002	12	31668164	31672959
lrrc7	ENSDARG00000079670	protein_coding	Cluster001	6	30131084	30323275
lrrc73	ENSDARG00000063411	protein_coding	Cluster001	13	3823944	3835659
lrrc8aa	ENSDARG00000032188	protein_coding	Cluster160	21	4091726	4140380
lrrc8ab	ENSDARG00000052155	protein_coding	Cluster006	5	64159513	64169166
lrrc8c:ENSDARG00000099911	ENSDARG00000099911	protein_coding	Cluster004	6	25090028	25102001
lrrc8c:ENSDARG00000100836	ENSDARG00000100836	TEC	Cluster004	6	25088214	25088974
lrrc8da	ENSDARG00000103370	protein_coding	Cluster036	2	22839623	22846600
lrrcc1	ENSDARG00000078535	protein_coding	Cluster010	2	31704104	31728151
lrrfip1a	ENSDARG00000030012	protein_coding	Cluster002	9	24255063	24304755
lrrn1	ENSDARG00000060115	protein_coding	Cluster044	6	43078980	43094639
lrrn2	ENSDARG00000105302	protein_coding	Cluster001	11	22616945	22621108
lrrtm1	ENSDARG00000052713	protein_coding	Cluster001	1	42075389	42077911
lrrtm2	ENSDARG00000071374	protein_coding	Cluster001	24	34720701	34726567
lrrtm4l1	ENSDARG00000080015	protein_coding	Cluster001	10	19353254	19382644
lrsam1	ENSDARG00000060683	protein_coding	Cluster001	5	32265012	32282445
lrtm2a	ENSDARG00000045483	protein_coding	Cluster001	4	20542122	20544751
lrtm2b	ENSDARG00000045811	protein_coding	Cluster001	25	18943378	18948026
lrwd1	ENSDARG00000035147	protein_coding	Cluster004	5	60790561	60820153
lsm12a	ENSDARG00000028848	protein_coding	Cluster010	3	22853550	22863885
lsm14aa	ENSDARG00000006600	protein_coding	Cluster136	25	35384163	35404687
lsm14b	ENSDARG00000025386	protein_coding	Cluster011	23	540603	554390
lsm7	ENSDARG00000058328	protein_coding	Cluster018	22	10722829	10726365
lsr	ENSDARG00000099291	protein_coding	Cluster002	15	34080865	34106943
ltbp1:ENSDARG00000056922	ENSDARG00000056922	protein_coding	Cluster001	17	22936591	23097214
ltbp3	ENSDARG00000035682	protein_coding	Cluster001	5	36917524	36985323
luc7l3	ENSDARG00000014366	protein_coding	Cluster028	3	58746483	58764456
lum	ENSDARG00000045580	protein_coding	Cluster003	4	16362632	16365316
lurap1	ENSDARG00000044406	protein_coding	Cluster001	6	30643079	30671841
luzp1	ENSDARG00000075556	protein_coding	Cluster002	17	27988800	28054982
luzp2	ENSDARG00000068247	protein_coding	Cluster001	18	37855952	38107091
lxn	ENSDARG00000043102	protein_coding	Cluster005	15	1220620	1238131
ly75	ENSDARG00000053113	protein_coding	Cluster010	11	11136993	11209439
lyar	ENSDARG00000098507	protein_coding	Cluster071	14	219860	221783
lye	ENSDARG00000100630	protein_coding	Cluster004	19	17461686	17463682
lyn	ENSDARG00000031715	protein_coding	Cluster055	2	27921836	27953555
lypd6	ENSDARG00000004307	protein_coding	Cluster007	9	23260280	23307481
lypd6b	ENSDARG00000077643	protein_coding	Cluster159	9	23329427	23365146
lypla2	ENSDARG00000053656	protein_coding	Cluster137	19	44288547	44306974
lyrm2:ENSDARG00000033138	ENSDARG00000033138	protein_coding	Cluster006	20	1175560	1178183
lyrm5a	ENSDARG00000099560	protein_coding	Cluster169	4	5839659	5842063
lyrm9	ENSDARG00000075528	protein_coding	Cluster002	15	30430102	30431212
lysmd1	ENSDARG00000054789	protein_coding	Cluster010	16	29756085	29762166
lysmd3	ENSDARG00000024693	protein_coding	Cluster244	5	48021042	48029069
lyst	ENSDARG00000008575	protein_coding	Cluster003	13	49553826	49749468
lyz	ENSDARG00000057789	protein_coding	Cluster107	24	23890689	23893626
lztr1	ENSDARG00000015905	protein_coding	Cluster030	5	12223829	12242995
lzts3b	ENSDARG00000058558	protein_coding	Cluster001	8	1016357	1044609
mab21l1	ENSDARG00000102047	protein_coding	Cluster003	15	33212960	33215221
macf1a	ENSDARG00000028533	protein_coding	Cluster007	19	35452782	35752907
macf1b	ENSDARG00000089435	protein_coding	Cluster202	16	5680118	5683138
mad1l1	ENSDARG00000033852	protein_coding	Cluster008	1	9055259	9174410
madd	ENSDARG00000003495	protein_coding	Cluster188	7	34047030	34142216
maea	ENSDARG00000053691	protein_coding	Cluster120	14	20826622	20843823
mafaa	ENSDARG00000044155	protein_coding	Cluster211	6	32714669	32718627
mafb	ENSDARG00000076520	protein_coding	Cluster004	25	36103766	36106032
mag	ENSDARG00000104023	protein_coding	Cluster001	15	34033829	34075811
magi1a	ENSDARG00000070145	protein_coding	Cluster111	8	53647269	53667665
magi2a	ENSDARG00000021590	protein_coding	Cluster001	4	23037943	23362010
magixb	ENSDARG00000077633	protein_coding	Cluster001	8	36634355	36753175
magoh	ENSDARG00000038635	protein_coding	Cluster028	8	21101222	21103647
magt1	ENSDARG00000058062	protein_coding	Cluster013	14	12064361	12085492
mak16	ENSDARG00000003527	protein_coding	Cluster032	8	45387035	45408308
malat1	ENSDARG00000099970	lincRNA	Cluster006	14	46643944	46651420
malrd1	ENSDARG00000090618	protein_coding	Cluster005	7	41355442	41412931
mamdc1	ENSDARG00000024017	protein_coding	Cluster001	17	28323175	28548667
mamdc2a	ENSDARG00000098345	protein_coding	Cluster001	5	51862515	51922421
maml3	ENSDARG00000079552	protein_coding	Cluster017	1	39615806	39801465
man1b1a	ENSDARG00000073792	protein_coding	Cluster131	21	14120555	14154577
man1b1b	ENSDARG00000076592	protein_coding	Cluster010	5	28579921	28595276
man2a1	ENSDARG00000102200	protein_coding	Cluster047	5	56335621	56534135
manbal	ENSDARG00000059853	protein_coding	Cluster031	6	55203116	55209049
manea	ENSDARG00000001898	protein_coding	Cluster049	17	15650934	15659275
mansc1	ENSDARG00000104839	protein_coding	Cluster001	4	196259	202858
mao	ENSDARG00000023712	protein_coding	Cluster001	9	33851779	33916787
map1aa	ENSDARG00000059601	protein_coding	Cluster001	7	52555256	52601583
map1ab	ENSDARG00000022045	protein_coding	Cluster001	25	19258633	19335293
map1lc3a	ENSDARG00000033609	protein_coding	Cluster076	11	26371494	26377992
map1lc3c	ENSDARG00000100528	protein_coding	Cluster002	11	44536220	44539854
map1lc3cl	ENSDARG00000075727	protein_coding	Cluster095	14	46419007	46435486
map1sa	ENSDARG00000060805	protein_coding	Cluster002	22	36853851	36888457
map1sb	ENSDARG00000060326	protein_coding	Cluster001	2	36938227	36949796
map2	ENSDARG00000055052	protein_coding	Cluster003	9	39073593	39183238
map2k1	ENSDARG00000007825	protein_coding	Cluster085	18	19430054	19462099
map2k2a	ENSDARG00000006609	protein_coding	Cluster136	22	20363643	20378216
map2k6	ENSDARG00000099184	protein_coding	Cluster158	12	36415069	36464305
map3k1	ENSDARG00000098405	protein_coding	Cluster002	10	5903143	6005333
map3k10	ENSDARG00000055672	protein_coding	Cluster001	18	36967672	37026472
map3k12	ENSDARG00000103651	protein_coding	Cluster001	9	219491	235980
map3k14b	ENSDARG00000056582	protein_coding	Cluster014	24	36483107	36504318
map3k15	ENSDARG00000013310	protein_coding	Cluster118	24	25768121	25843795
map3k5	ENSDARG00000005416	protein_coding	Cluster001	20	2992632	3074322
map3k7	ENSDARG00000020469	protein_coding	Cluster016	20	24251896	24284282
map3k9	ENSDARG00000013491	protein_coding	Cluster001	13	36034202	36058873
map4k2	ENSDARG00000001234	protein_coding	Cluster001	7	17396958	17439010
map4k5	ENSDARG00000039125	protein_coding	Cluster002	13	36579753	36655744
map6a	ENSDARG00000074521	protein_coding	Cluster001	10	32617457	32657520
map6b	ENSDARG00000074073	protein_coding	Cluster001	15	19979613	19991027
map6d1	ENSDARG00000079777	protein_coding	Cluster001	2	44844570	44867553
map7a	ENSDARG00000078241	protein_coding	Cluster001	17	16043515	16061972
map7d1b	ENSDARG00000104701	protein_coding	Cluster006	19	3969059	4079437
map7d2a	ENSDARG00000068480	protein_coding	Cluster001	5	23457363	23495977
map7d2b	ENSDARG00000045316	protein_coding	Cluster003	24	23975598	24018027
map9	ENSDARG00000037276	protein_coding	Cluster002	1	25046938	25059059
mapk10	ENSDARG00000102730	protein_coding	Cluster001	21	9483443	9620559
mapk12a	ENSDARG00000042021	protein_coding	Cluster007	18	14876157	14891923
mapk12b	ENSDARG00000006409	protein_coding	Cluster004	4	5515120	5521871
mapk14b	ENSDARG00000028721	protein_coding	Cluster002	11	2641176	2691019
mapk8ip1	ENSDARG00000102229	protein_coding	Cluster001	25	13706663	13746414
mapk8ip2	ENSDARG00000063157	protein_coding	Cluster001	18	8297246	8355128
mapkapk2a	ENSDARG00000002552	protein_coding	Cluster167	11	20994110	21057604
mapkapk2b	ENSDARG00000018530	protein_coding	Cluster001	8	37432946	37445411
mapkapk3	ENSDARG00000089016	protein_coding	Cluster004	11	34322176	34367076
mapkapk5	ENSDARG00000028082	protein_coding	Cluster010	5	68781104	68799535
mapre1a	ENSDARG00000042927	protein_coding	Cluster002	8	23360710	23367406
mapre1b	ENSDARG00000002659	protein_coding	Cluster194	23	9859760	9872614
mapre2	ENSDARG00000099943	protein_coding	Cluster111	24	35791131	35819455
mapre3a	ENSDARG00000020231	protein_coding	Cluster001	17	36919696	36948975
mapre3b	ENSDARG00000102878	protein_coding	Cluster001	4	770196	784410
mapta	ENSDARG00000089314	protein_coding	Cluster001	12	4698880	4767932
maptb	ENSDARG00000087616	protein_coding	Cluster003	3	22027456	22085894
march1	ENSDARG00000037487	protein_coding	Cluster001	1	19015571	19063422
march5l	ENSDARG00000028559	protein_coding	Cluster133	10	42672515	42691393
march7:ENSDARG00000096375	ENSDARG00000096375	protein_coding	Cluster003	6	11529914	11576641
march8	ENSDARG00000062489	protein_coding	Cluster016	13	17620874	17880216
march9	ENSDARG00000055740	protein_coding	Cluster001	23	36649132	36676159
marcksa	ENSDARG00000004049	protein_coding	Cluster009	20	3298762	3302235
marcksb	ENSDARG00000008803	protein_coding	Cluster112	17	15527523	15530268
mark3a	ENSDARG00000019345	protein_coding	Cluster087	13	15449766	15537751
marveld1	ENSDARG00000011724	protein_coding	Cluster191	13	39251340	39365301
marveld2a	ENSDARG00000025076	protein_coding	Cluster010	10	2919871	2944236
marveld2b	ENSDARG00000061651	protein_coding	Cluster086	5	25604408	25611693
marveld3	ENSDARG00000100300	protein_coding	Cluster002	7	68964816	68965461
masp1	ENSDARG00000068726	protein_coding	Cluster185	15	36329471	36365888
masp2	ENSDARG00000007988	protein_coding	Cluster024	23	28843684	28869616
mast1a	ENSDARG00000027497	protein_coding	Cluster121	1	50668953	50731653
mast1b	ENSDARG00000088789	protein_coding	Cluster241	3	6835018	6881600
mast4	ENSDARG00000078270	lincRNA	Cluster188	5	54321877	54492081
mastl	ENSDARG00000055566	protein_coding	Cluster010	24	5863797	5878951
mat2aa	ENSDARG00000040334	protein_coding	Cluster008	10	7850319	7862987
matn1	ENSDARG00000030215	protein_coding	Cluster023	19	43718982	43742683
matn3a	ENSDARG00000069245	protein_coding	Cluster001	20	43862981	43878466
matn3b	ENSDARG00000069265	protein_coding	Cluster001	13	32496994	32505435
matn4	ENSDARG00000015947	protein_coding	Cluster014	6	52791720	52847865
matr3l1.1:ENSDARG00000000394	ENSDARG00000000394	protein_coding	Cluster041	14	24782537	24802743
mau2	ENSDARG00000042056	protein_coding	Cluster058	2	58790298	58805176
mavs	ENSDARG00000069733	protein_coding	Cluster001	13	15051181	15082591
max	ENSDARG00000024844	protein_coding	Cluster021	20	28929869	28939725
maza	ENSDARG00000087330	protein_coding	Cluster096	3	20946287	20988622
mb	ENSDARG00000031952	protein_coding	Cluster023	1	54460292	54467434
mb21d2	ENSDARG00000077690	protein_coding	Cluster007	2	5651195	5669890
mbd3a	ENSDARG00000061774	protein_coding	Cluster012	2	57026751	57051112
mbd3b	ENSDARG00000042029	protein_coding	Cluster088	22	20267550	20284447
mbip	ENSDARG00000019364	protein_coding	Cluster002	17	38348262	38360794
mblac2	ENSDARG00000059689	protein_coding	Cluster030	5	48008236	48013011
mbnl2	ENSDARG00000018460	protein_coding	Cluster001	1	1953747	2070067
mbnl3	ENSDARG00000016085	protein_coding	Cluster001	14	30646440	30739869
mboat1	ENSDARG00000029356	protein_coding	Cluster012	16	6454595	6484140
mbpa	ENSDARG00000036186	protein_coding	Cluster005	19	22229724	22248307
mbpb	ENSDARG00000089413	protein_coding	Cluster197	16	6862664	6909103
mc5ra	ENSDARG00000031348	protein_coding	Cluster001	19	12843359	12883880
mcamb	ENSDARG00000005368	protein_coding	Cluster007	15	23336597	23407487
mcee	ENSDARG00000045428	protein_coding	Cluster049	7	30508635	30511893
mcf2la	ENSDARG00000075859	protein_coding	Cluster119	1	45782072	45903826
mcf2lb	ENSDARG00000076480	protein_coding	Cluster001	9	29775249	29805163
mcl1a	ENSDARG00000009779	protein_coding	Cluster002	19	348522	353024
mcm10	ENSDARG00000045815	protein_coding	Cluster002	4	7842500	7861102
mcm2	ENSDARG00000102798	protein_coding	Cluster232	22	5603970	5624920
mcm3	ENSDARG00000024204	protein_coding	Cluster033	20	34867318	34880864
mcm3ap	ENSDARG00000021402	protein_coding	Cluster002	9	38647919	38671686
mcm3l	ENSDARG00000037532	protein_coding	Cluster011	20	6526576	6542515
mcm6	ENSDARG00000057683	protein_coding	Cluster069	6	12733207	12755502
mcm6l	ENSDARG00000033231	protein_coding	Cluster008	2	50465508	50491283
mcm7	ENSDARG00000101180	protein_coding	Cluster117	14	150838	158517
mcm8	ENSDARG00000074326	protein_coding	Cluster060	17	4167568	4207427
mcoln1b	ENSDARG00000058848	protein_coding	Cluster001	3	6105531	6149354
mctp2b	ENSDARG00000073970	protein_coding	Cluster102	7	15488195	15540009
mdh1aa	ENSDARG00000017772	protein_coding	Cluster001	1	50325109	50347087
mdh1ab	ENSDARG00000103849	polymorphic_pseudogene	Cluster014	17	24421131	24426001
mdh2	ENSDARG00000043371	protein_coding	Cluster001	10	33439147	33448309
mdka	ENSDARG00000036036	protein_coding	Cluster029	7	38895202	38906369
me3	ENSDARG00000002305	protein_coding	Cluster002	9	34437199	34451029
meaf6	ENSDARG00000101216	protein_coding	Cluster012	19	4093617	4102205
med13b	ENSDARG00000003910	protein_coding	Cluster002	15	20124911	20189599
med16	ENSDARG00000040779	protein_coding	Cluster066	11	14046758	14086043
med18	ENSDARG00000041237	protein_coding	Cluster058	16	7459125	7461982
med19a	ENSDARG00000037392	protein_coding	Cluster071	14	21804958	21811473
med19b	ENSDARG00000009472	protein_coding	Cluster002	1	43881066	43890186
med20	ENSDARG00000046006	protein_coding	Cluster114	22	520338	526507
med22	ENSDARG00000014148	protein_coding	Cluster115	5	32687458	32694594
med24	ENSDARG00000099431	protein_coding	Cluster012	12	10605398	10636606
med25	ENSDARG00000038005	protein_coding	Cluster008	3	30323507	30357273
med27	ENSDARG00000009681	protein_coding	Cluster207	8	11846966	11950360
med30	ENSDARG00000101115	protein_coding	Cluster001	19	46779822	46824208
med6	ENSDARG00000034734	protein_coding	Cluster004	13	36009290	36015654
med7	ENSDARG00000016318	protein_coding	Cluster122	14	33723935	33725623
mef2aa	ENSDARG00000031756	protein_coding	Cluster001	18	23198353	23367011
mef2ab	ENSDARG00000057527	protein_coding	Cluster001	7	15411076	15471453
mef2ca	ENSDARG00000029764	protein_coding	Cluster020	10	43716434	43826987
mef2cb	ENSDARG00000009418	protein_coding	Cluster006	5	47529487	47634295
megf11	ENSDARG00000062686	protein_coding	Cluster001	18	19154371	19361726
mei4	ENSDARG00000043912	protein_coding	Cluster011	20	791336	802400
meis1a	ENSDARG00000002937	protein_coding	Cluster029	1	50831295	50881287
meis1b	ENSDARG00000012078	protein_coding	Cluster065	13	5361965	5440976
meis2a	ENSDARG00000098240	protein_coding	Cluster003	17	52736268	52835080
meis3	ENSDARG00000002795	protein_coding	Cluster159	15	6840538	6866520
memo1	ENSDARG00000010823	protein_coding	Cluster002	13	35385061	35401865
men1	ENSDARG00000089456	protein_coding	Cluster064	7	17439877	17460692
meox1	ENSDARG00000007891	protein_coding	Cluster052	12	27370865	27377907
mep1a.1	ENSDARG00000029747	protein_coding	Cluster005	20	35570409	35578705
mep1a.2	ENSDARG00000008029	protein_coding	Cluster005	20	35581191	35593580
mep1b	ENSDARG00000037533	protein_coding	Cluster005	20	6503701	6526592
mepce	ENSDARG00000059461	protein_coding	Cluster011	5	67995789	68011974
mesdc2	ENSDARG00000063030	protein_coding	Cluster018	7	11134595	11142549
mespaa	ENSDARG00000017078	protein_coding	Cluster004	7	15081532	15084042
mespab	ENSDARG00000068761	protein_coding	Cluster004	25	10918621	10919879
mespbb	ENSDARG00000097947	protein_coding	Cluster052	25	10929107	10930111
mest	ENSDARG00000032319	protein_coding	Cluster015	4	15997479	16002460
metap1d	ENSDARG00000019715	protein_coding	Cluster002	1	30142300	30170234
metap2b	ENSDARG00000102571	protein_coding	Cluster012	25	3106068	3121599
metrn	ENSDARG00000030367	protein_coding	Cluster033	24	38053721	38068096
mettl11b	ENSDARG00000042033	protein_coding	Cluster014	20	34552766	34563604
mettl16	ENSDARG00000055838	protein_coding	Cluster010	15	25278906	25333763
mettl21a	ENSDARG00000012051	protein_coding	Cluster130	22	11627457	11632042
mettl22	ENSDARG00000077863	protein_coding	Cluster220	3	27751592	27784709
mettl25	ENSDARG00000045754	protein_coding	Cluster060	4	11031872	11054826
mettl5	ENSDARG00000068893	protein_coding	Cluster026	9	48425607	48434240
mettl6	ENSDARG00000070085	protein_coding	Cluster002	16	40390491	40394179
mettl7a	ENSDARG00000056726	protein_coding	Cluster001	6	39496231	39620651
mettl9	ENSDARG00000060001	protein_coding	Cluster002	12	956855	964213
mfap1	ENSDARG00000018241	protein_coding	Cluster004	7	50126890	50134953
mfap2	ENSDARG00000059367	protein_coding	Cluster228	22	71558	75573
mfap3l	ENSDARG00000062752	protein_coding	Cluster007	7	7428826	7442817
mfap5	ENSDARG00000090560	protein_coding	Cluster001	16	12779696	12798837
mff	ENSDARG00000053753	protein_coding	Cluster155	15	35368704	35394579
mfi2	ENSDARG00000075159	protein_coding	Cluster001	6	30101250	30118879
mfng	ENSDARG00000042925	protein_coding	Cluster003	22	15225144	15254255
mfsd12a	ENSDARG00000061908	protein_coding	Cluster002	2	23425596	23443993
mfsd2b	ENSDARG00000030263	protein_coding	Cluster001	20	44610787	44659031
mfsd4a	ENSDARG00000023768	protein_coding	Cluster102	11	38162114	38191201
mfsd4b	ENSDARG00000008263	protein_coding	Cluster027	23	18176737	18188547
mfsd6l	ENSDARG00000014761	protein_coding	Cluster193	3	25719012	25722031
mfsd8	ENSDARG00000103235	protein_coding	Cluster210	12	22507485	22523996
mgat3a	ENSDARG00000038069	protein_coding	Cluster171	3	25106851	25138203
mgat4c	ENSDARG00000041791	protein_coding	Cluster001	18	16398679	16600990
mgll	ENSDARG00000036820	protein_coding	Cluster075	8	26273421	26307362
mgst3	ENSDARG00000102744	protein_coding	Cluster006	20	48757462	48773436
mhc1zaa:ENSDARG00000086877	ENSDARG00000086877	lincRNA	Cluster001	1	46433425	46470741
mhc1zba	ENSDARG00000036588	protein_coding	Cluster095	1	46464192	46470764
mhc1zja	ENSDARG00000074765	protein_coding	Cluster047	3	615199	634091
mibp2	ENSDARG00000101844	protein_coding	Cluster007	18	5637596	5643151
mical2a	ENSDARG00000075608	protein_coding	Cluster001	7	65309609	65409571
mical3a:ENSDARG00000021979	ENSDARG00000021979	protein_coding	Cluster001	18	10802449	10953520
mical3b	ENSDARG00000094732	protein_coding	Cluster001	4	9723276	9763853
micall1a	ENSDARG00000079811	protein_coding	Cluster182	6	19476205	19510755
micall2a	ENSDARG00000102366	protein_coding	Cluster138	3	42395995	42429513
micall2b	ENSDARG00000017834	protein_coding	Cluster010	1	8775649	8802103
micu1	ENSDARG00000063358	protein_coding	Cluster006	13	4743300	4841101
micu2	ENSDARG00000009939	protein_coding	Cluster238	5	35998954	36009547
micu3a	ENSDARG00000078599	protein_coding	Cluster001	1	15703948	15764187
micu3b	ENSDARG00000074255	protein_coding	Cluster001	14	30113177	30150277
mid1ip1a	ENSDARG00000041051	protein_coding	Cluster004	9	30452442	30453669
mid1ip1l	ENSDARG00000018145	protein_coding	Cluster002	14	41099114	41101782
mid2	ENSDARG00000034871	protein_coding	Cluster001	14	27936333	28084563
mief1	ENSDARG00000060991	protein_coding	Cluster162	3	25005605	25017499
mief2	ENSDARG00000002377	protein_coding	Cluster002	1	7837212	7847898
mier1a	ENSDARG00000041072	protein_coding	Cluster008	6	34842315	34855028
