FIELD	zmp_ph131_B	zmp_ph131_C	zmp_ph131_D	zmp_ph131_E	zmp_ph131_F	zmp_ph130_B	zmp_ph130_C	zmp_ph130_D	zmp_ph130_E	zmp_ph130_F	zmp_ph133_B	zmp_ph133_D	zmp_ph133_E	zmp_ph133_F	zmp_ph133_G	zmp_ph128_B	zmp_ph128_C	zmp_ph128_D	zmp_ph128_E	zmp_ph128_F	zmp_ph125_B	zmp_ph125_C	zmp_ph125_D	zmp_ph125_E	zmp_ph125_F	zmp_ph126_B	zmp_ph126_C	zmp_ph126_D	zmp_ph126_E	zmp_ph126_F	zmp_ph115_B	zmp_ph115_C	zmp_ph115_D	zmp_ph115_E	zmp_ph115_F	zmp_ph124_B	zmp_ph124_C	zmp_ph124_D	zmp_ph124_E	zmp_ph124_F	zmp_ph129_B	zmp_ph129_C	zmp_ph129_D	zmp_ph129_E	zmp_ph129_G	zmp_ph121_A	zmp_ph121_B	zmp_ph121_C	zmp_ph121_D	zmp_ph121_E	zmp_ph122_A	zmp_ph122_B	zmp_ph122_C	zmp_ph122_D	zmp_ph122_F	zmp_ph127_B	zmp_ph127_C	zmp_ph127_D	zmp_ph127_E	zmp_ph127_F	zmp_ph119_A	zmp_ph119_B	zmp_ph119_C	zmp_ph119_D	zmp_ph119_E	zmp_ph116_A	zmp_ph116_B	zmp_ph116_C	zmp_ph116_D	zmp_ph116_F	zmp_ph117_A	zmp_ph117_C	zmp_ph117_D	zmp_ph117_E	zmp_ph117_F	zmp_ph118_B	zmp_ph118_C	zmp_ph118_D	zmp_ph118_E	zmp_ph118_F	zmp_ph120_A	zmp_ph120_B	zmp_ph120_C	zmp_ph120_D	zmp_ph120_E	zmp_ph123_B	zmp_ph123_C	zmp_ph123_D	zmp_ph123_F	zmp_ph123_G
GeneBodyCoverage_LowExpress_Median	0.5125	0.4875	0.5125	0.4875	0.5125	0.5625	0.5625	0.5625	0.5625	0.5875	0.5125	0.5125	0.5375	0.5375	0.5375	0.5375	0.5125	0.5125	0.5125	0.5125	0.5875	0.6125	0.5875	0.5875	0.5875	0.5875	0.5875	0.5625	0.5625	0.5625	0.5625	0.5375	0.5375	0.5375	0.5625	0.5375	0.5375	0.5375	0.5625	0.5375	0.4875	0.4875	0.4875	0.4875	0.4875	0.5375	0.5375	0.5375	0.5375	0.5375	0.5375	0.5375	0.5375	0.5375	0.5375	0.5375	0.5375	0.5625	0.5125	0.5125	0.5625	0.5375	0.5375	0.5625	0.5625	0.5375	0.5625	0.5375	0.5375	0.5375	0.5625	0.6125	0.5375	0.5375	0.5375	0.5625	0.5625	0.5625	0.5625	0.5625	0.5375	0.5375	0.5375	0.5375	0.5625	0.5375	0.5375	0.5375	0.5375	0.5625
GeneBodyCoverage_UMQuartile_Mean	0.501422688259135	0.493410660811496	0.504289592705031	0.498881949432715	0.50061253776166	0.535801597777453	0.538799334696809	0.533712141315275	0.541638552864072	0.551419415556935	0.512192344235409	0.513245073108709	0.526875259822614	0.524818982191091	0.53498726112506	0.529125703517728	0.522065169041149	0.516934314695055	0.514157602667168	0.510232213522977	0.574342025431006	0.57883258037239	0.564919034355897	0.559475882983647	0.561460484250219	0.550598054933396	0.5525125833929	0.544061759688823	0.536698264121576	0.537351488630858	0.535353542360834	0.526895762897222	0.521759513886871	0.526922873322402	0.532559335447941	0.512077578430285	0.514816153499659	0.512248806812451	0.531739203335176	0.518138850961034	0.487517191260962	0.498072194410565	0.489971571714035	0.50183559322719	0.499330673797139	0.524099612355186	0.519169580471297	0.525403414500486	0.524393572661362	0.523700131191211	0.525894507561721	0.52566761095926	0.524614553310542	0.523930791657449	0.529087516960651	0.529222380275012	0.521702317198552	0.546569657181748	0.508607991259284	0.506569974020375	0.535632801694612	0.531719391992307	0.525408606013978	0.5373357828794	0.541920332966102	0.525613117639468	0.532108490597319	0.521889655227475	0.529421646782166	0.530072029059402	0.534928267709476	0.575732869060282	0.516221728307064	0.523661711892531	0.521715892761873	0.541604131226318	0.538755390792253	0.5463120066383	0.545028302903699	0.543678549952055	0.534938027892001	0.52577914259583	0.532684643009496	0.530047307869111	0.550266938219084	0.520675910661458	0.521237143853806	0.514569233673084	0.513439151447548	0.528339043458774
GeneBodyCoverage_UMQuartile_Median	0.5125	0.4875	0.5125	0.4875	0.5125	0.5375	0.5625	0.5375	0.5625	0.5625	0.5125	0.5125	0.5375	0.5375	0.5625	0.5375	0.5375	0.5125	0.5125	0.5125	0.6125	0.6125	0.5875	0.5875	0.5875	0.5625	0.5625	0.5625	0.5375	0.5625	0.5375	0.5375	0.5375	0.5375	0.5375	0.5125	0.5125	0.5125	0.5375	0.5125	0.4875	0.4875	0.4875	0.5125	0.4875	0.5375	0.5375	0.5375	0.5375	0.5375	0.5375	0.5375	0.5375	0.5375	0.5375	0.5375	0.5375	0.5625	0.5125	0.5125	0.5375	0.5375	0.5375	0.5625	0.5625	0.5375	0.5375	0.5375	0.5375	0.5375	0.5375	0.6125	0.5125	0.5375	0.5375	0.5625	0.5625	0.5625	0.5625	0.5625	0.5375	0.5375	0.5375	0.5375	0.5625	0.5375	0.5375	0.5125	0.5125	0.5375
geneDiversityProfile_top1count	461465	396287	349425	301468	289958	271449	222535	185200	302699	275858	978685	801139	923438	971591	766370	697777	688735	673110	635091	931022	265572	315852	266477	301791	249231	171367	193274	200267	153767	189942	429467	449886	465418	364531	366840	273450	267530	376376	332578	234471	330601	281505	352261	325152	357771	108870	105756	121334	109136	110325	116083	113948	135943	113865	114193	592440	623137	642175	487394	434070	95684	85052	99883	111144	101476	97613	97824	164987	143800	100936	101455	114625	99339	98447	120258	130840	117472	106104	116512	112875	92755	89864	108757	103790	111800	344822	368657	406775	341381	355865
geneDiversityProfile_top10count	593046	522159	443771	385357	377956	538061	419867	377035	573347	531086	1156164	942849	1076720	1148632	901300	813722	814907	799320	743626	1075650	487570	578633	519374	583500	507186	388869	439477	464942	371318	436571	663889	664187	671461	537926	541666	514066	505910	614663	587209	447365	407326	348676	447157	405678	434285	336154	309846	386242	338218	341160	333890	333341	362490	318406	321857	732730	780168	788939	616096	568228	366903	336944	383875	406176	462088	296015	295956	485154	458853	290366	325917	370574	321074	319287	377612	394008	422738	353840	357298	346885	333064	309979	352130	349574	367877	573279	619656	679524	587537	607030
geneDiversityProfile_top100count	1006584	936764	734398	670996	653060	1131434	862303	802694	1171997	1124456	1666451	1367705	1545078	1656862	1293755	1218546	1230872	1229830	1132465	1568053	1027113	1264169	1125317	1261600	1133219	930312	1026679	1084775	862592	995274	1216785	1203427	1181508	976069	967719	1043982	1024743	1182021	1128792	911853	720745	623324	831859	730531	730189	855873	770707	984307	863550	865345	816542	805132	864603	765718	765340	1072840	1164299	1153870	962034	947110	903070	860268	971682	1035007	1207656	755014	759368	1233285	1222799	746567	833943	1012196	820763	829239	976918	978008	1121915	908356	922512	874400	879803	795843	910909	909135	946475	1086173	1186463	1296221	1158454	1174738
geneDiversityProfile_top1000count	2421487	2358898	1676828	1648957	1603041	2298504	1728116	1657651	2323238	2226972	2932950	2437215	2714176	2935835	2271974	2279341	2310428	2360914	2185337	2838597	1888262	2299295	2144451	2358527	2170358	1829543	2025782	2156552	1743279	2007287	2362828	2340012	2266488	1936043	1862025	2086947	2040247	2237575	2168365	1820246	1824240	1568835	2123254	1802526	1725490	1596131	1435002	1852679	1623592	1615238	1491138	1478498	1579685	1399208	1394145	1980373	2184530	2093219	1905817	1990008	1648281	1594766	1784710	1899928	2211980	1539247	1534444	2514599	2488895	1505617	1635339	1927897	1593485	1609187	1894561	1884191	2190199	1755655	1766804	1657492	1660872	1498404	1714310	1717967	1763779	2091629	2308385	2537394	2318190	2284158
geneDiversityProfile_top1pct	0.0932674207045529	0.0803287607478462	0.103230279818536	0.0890758646446811	0.0875545521222825	0.0735518337085678	0.0804340950780269	0.0687090162033817	0.0820045811101674	0.0786682929347171	0.238345152547376	0.233827886419642	0.243708802925441	0.236859952939616	0.242479564506867	0.203214849559847	0.197495629193916	0.187667388403549	0.188783581570466	0.217899595830376	0.0910418535004073	0.0907529154387014	0.0788912119150518	0.0825316702168011	0.0732818973298951	0.058518446934139	0.0593274317159292	0.0567886363178793	0.0532608673062575	0.0570935613364574	0.120279641547528	0.127378151036852	0.135932600599085	0.12123718595338	0.130838588181585	0.0869066661496867	0.0867351586848469	0.113561474498483	0.103645987207631	0.0853229938428844	0.0899419324017416	0.088747183154539	0.0809842503483536	0.0898939526057336	0.103718334063885	0.0403273901025835	0.0433068592944761	0.0384615994210504	0.0395986148322095	0.040574460064544	0.0483689243525907	0.0470912043905725	0.0525005165359075	0.0499988144135694	0.050489450506694	0.180610442810199	0.168370354959079	0.186159912430122	0.149669749049813	0.126062024711723	0.0370167194994286	0.0338470158816572	0.0354023923897776	0.0374904877298461	0.0299542816120455	0.0388252626521282	0.0395297677448345	0.0399864471617443	0.0357638491650957	0.0415024362163607	0.0390012332162649	0.0400288452136501	0.0389855492214193	0.0382515423476322	0.0398997876908468	0.0429872667799501	0.0332193520145058	0.0379020150180626	0.0414590812546325	0.0430773916109857	0.0335790110455415	0.0356095455962986	0.0379174926627837	0.0359685802547431	0.0393576050298878	0.113673247844285	0.109077637600462	0.108900251358727	0.0990029264620202	0.106032372403009
geneDiversityProfile_top10pct	0.119861464637951	0.10584345533246	0.131102824655796	0.113862857656137	0.114126074472611	0.145793033671392	0.151758699521989	0.139879610822041	0.155326183983995	0.151453389140526	0.281567700485635	0.275188686211598	0.284162166042421	0.280020009926952	0.285171433498231	0.236981720253803	0.233675609195884	0.222855546491249	0.221046085724596	0.251748831128527	0.167145920922362	0.166257081541488	0.153762029357761	0.159571456973546	0.149128930105646	0.132791085453044	0.134901961506573	0.131841102862216	0.12861484405903	0.131226338388658	0.185933566367956	0.188054111492053	0.196110678853981	0.178905592367064	0.193192712643022	0.163378176050118	0.16401967678485	0.185458256104696	0.183000248068741	0.162794209691271	0.110815416642635	0.109923492774878	0.102800691626433	0.112156772540808	0.125899854121587	0.124517438160594	0.126881284512994	0.122434643905133	0.122718116032475	0.125469139321277	0.139123731744411	0.137759584747059	0.139991851284002	0.13981401222647	0.142306297861804	0.223379059078248	0.210799813023002	0.228705283065688	0.189191770334869	0.165024010362138	0.141941656227779	0.134089132756774	0.136060124131492	0.137009072411988	0.136401849516604	0.117739031931912	0.119593064510654	0.117582505205313	0.114119259255575	0.119391459879525	0.125288698695436	0.129410244590649	0.12600535772172	0.12405883573444	0.125285957104858	0.129450680292224	0.11954408226563	0.12639720457279	0.12713923728129	0.13238450488573	0.120575276102337	0.122832406017928	0.12276806726322	0.121145394295901	0.129505882518605	0.188985870538783	0.183342816235557	0.181919573238983	0.170389923296012	0.180868674974495
geneDiversityProfile_top100pct	0.203442283602162	0.189885338739841	0.216962469881013	0.198261669142736	0.197195372464211	0.306573409444204	0.311674844352878	0.297798677388538	0.317507236718235	0.320668728114465	0.405841019130493	0.399191113396772	0.407768696768418	0.403919195780363	0.40934424491901	0.354879341210377	0.352954097145018	0.342884497749753	0.336630181664042	0.366992525354511	0.352108924413582	0.363230317861618	0.333153037292563	0.345013453500987	0.333202685100515	0.317683179399726	0.315149623160272	0.307603813717325	0.298779309288985	0.299163624504224	0.340781628484632	0.340731443449731	0.345077876379134	0.324624953313518	0.345150440836591	0.331793728799715	0.332229083527777	0.356643483240619	0.351781420274571	0.331819405831065	0.196082885620108	0.196508940134704	0.191243076896196	0.201968061371356	0.211682854764009	0.317030626887742	0.31560289351212	0.312014946687127	0.313328176205418	0.318249772440996	0.340232921519198	0.332736297024875	0.333905416965163	0.336231433496944	0.338388483101356	0.32706452546164	0.31459123099495	0.334495017955767	0.295422978857736	0.275058410451586	0.349365503933249	0.342349441029976	0.344401624321294	0.349122914721486	0.356482990209275	0.300304435434153	0.306853539753634	0.298900431475643	0.304116821941793	0.306970251433975	0.320583563472196	0.353474695833159	0.322108097883205	0.322200480713564	0.324126634330911	0.32132291966467	0.317261043613408	0.324479027687432	0.32826232462213	0.333704285489664	0.318504820817213	0.31536107446803	0.317583101078217	0.315062098563405	0.333193105730439	0.358065357288024	0.351048755727836	0.347019341691254	0.335959927973827	0.35002109533662
geneDiversityProfile_top1000pct	0.48941056582754	0.478156873858019	0.49538362637921	0.487223421845434	0.484047816541209	0.622802751111546	0.624618359583254	0.614986875910107	0.629391438390028	0.635080677933621	0.714279277973838	0.711348258167744	0.716310768983908	0.715714472384448	0.718852859703438	0.663816575224736	0.662518140601598	0.658237976891409	0.649600995445468	0.664355019564862	0.647323032452164	0.660650319464905	0.634870320074321	0.644993298545753	0.638154772580925	0.624752810980093	0.62183451098626	0.611521854467263	0.603826253336446	0.60335872768726	0.66175073958759	0.662537625007326	0.661963241788283	0.643896966800465	0.664117114160984	0.663264239170196	0.661462816511355	0.675128903811461	0.6757582613747	0.662379732463865	0.496295143585631	0.494590458728091	0.488132758066159	0.498339812809402	0.50022206451583	0.591235395350663	0.587630297111197	0.587279720060266	0.58909978607111	0.594039517115195	0.62132044417592	0.611017758179632	0.610066560720485	0.6144007475342	0.616409193003555	0.603733786475191	0.590255580263659	0.606802609471044	0.585241410696206	0.577935442837623	0.637661003231864	0.634647864007042	0.632570144288417	0.640873347833361	0.652945246562856	0.612230635893789	0.620054536079641	0.609441228984557	0.61900184539472	0.619073209843548	0.628655440605721	0.67325182639791	0.625362525303187	0.625248963155396	0.628586719115223	0.619047853725016	0.619356030056681	0.627147536158267	0.62869121289661	0.632561966565456	0.601266122939256	0.59375818525412	0.597684166046661	0.595364041954911	0.620913392146785	0.689521729226369	0.683001224640634	0.679301442802839	0.672291645097386	0.680580252858001
input.read.pair.count	8385880	8283622	6207507	6496296	6339883	7569861	6359796	6140346	7758527	7420624	7094252	6137070	6821005	6906128	5452336	6609555	6591552	6657009	6307244	7360928	6370885	7195697	7424824	7478182	7267711	6662608	7119178	7740397	6457338	7341718	6759837	6763210	6946148	6257047	5797207	6480892	6533312	6971005	6736402	5919019	7076224	6366830	7587281	6907490	6473809	6307721	5757614	7083131	6223356	6163102	5730524	5605982	5977494	5454766	5305676	6775530	7370082	7168926	6475660	6443146	5757705	5598449	6268337	6580611	6906674	5746536	5469700	7949283	7787972	5376094	5619649	6156441	5562682	5639688	6413621	6503054	7377488	6066425	6150140	5764439	6326491	5845797	6702361	6563825	6555335	6388244	6764870	7763938	7198420	7026212
total.aligned.rate	0.771173329453796	0.787001990192213	0.789420777133236	0.781020753980422	0.783335591524323	0.771194477679313	0.749809742325068	0.770985543811375	0.767631020682148	0.761863422806492	0.812603922161209	0.807570224879299	0.80552777779814	0.798187059376832	0.785644171599109	0.794055575602291	0.792526100074762	0.794277129563743	0.799581243408373	0.804807219959223	0.747952913920123	0.750965055921615	0.743139231313766	0.757112089542619	0.752935965670622	0.744877381349766	0.739817855376	0.75307132179396	0.754769225337128	0.753922991866481	0.768217931882085	0.759472351146867	0.771943960883068	0.76914189712815	0.764452778726031	0.781594879223416	0.774029925403838	0.747258250424437	0.782303372037476	0.768819799362023	0.80173225155111	0.779595811416356	0.797883062456762	0.790298212520033	0.787941380414529	0.739255588508116	0.736900910689741	0.744197163655451	0.739500520298051	0.738961808517854	0.735626619834417	0.734736037325842	0.738434200017599	0.734467619692577	0.733628099416549	0.773894145550237	0.778275465591835	0.766772875044323	0.781375797988159	0.783599812886438	0.747105139981989	0.747461127180046	0.747369836688742	0.742387447001502	0.763053533437368	0.735725661511561	0.742386419730515	0.754835373202841	0.751083208825096	0.740975325208227	0.75158163792792	0.739866913367642	0.753585051239672	0.75395500602161	0.757375279892591	0.752217804127107	0.762524723862648	0.75176846330417	0.748642632525439	0.746255793495256	0.734162270996671	0.739476242503802	0.735832492460493	0.738016019622705	0.725644074635392	0.785963873640393	0.783291179283564	0.783625783719551	0.778194242625465	0.767724344212785
aligned.and.pf.rate	0.686055369263572	0.691244723624521	0.635635368594832	0.602977296601017	0.609841222621932	0.59607250384122	0.524048570111368	0.545349398877523	0.573243606679464	0.569402654008612	0.698014251537724	0.675808814303894	0.69285816386295	0.722092031888201	0.704897497146177	0.644124150566869	0.636879448117833	0.644536307521892	0.638547676290944	0.683875049450287	0.553683985819866	0.572017276436181	0.546331603281101	0.576051104399438	0.554005931165948	0.533158336795441	0.565220731944053	0.545560905984538	0.535498838685539	0.538998773856473	0.636790650425447	0.625589180285693	0.588662090125347	0.575161573822284	0.576563852213661	0.575740499918838	0.556511000852248	0.558400402811359	0.591062261426797	0.550728254124543	0.616212121040826	0.577422830513772	0.664905122137957	0.653193417580047	0.61056790523168	0.51513993722931	0.510152643091392	0.537019292739327	0.534444920072064	0.530833985872698	0.502703766706151	0.525215385993034	0.526075643070491	0.503832245049558	0.517652416016357	0.580975067633085	0.60308921936011	0.597842968388849	0.594464039186739	0.630455991529604	0.534050806701629	0.531448263617298	0.529983311363125	0.533823834899221	0.582573030086551	0.508345375370484	0.52649103241494	0.603296045693681	0.600956962865301	0.524893723956464	0.540770073006339	0.544027466518399	0.531462521136387	0.532530877594647	0.545811640569345	0.56396363923781	0.570164261873418	0.54924638481478	0.542243266006953	0.541103652931361	0.527812495109848	0.518878264161414	0.515579808369021	0.532539487265428	0.525722789148076	0.591791421868044	0.594263156572114	0.577509506129492	0.572067898233223	0.572839532880591
multi.mapped.read.pair.count	263210	290212	223831	199266	215698	516399	387585	475654	470823	443730	173930	134784	154909	141207	99995	141059	142800	136582	141824	151762	294588	291012	335037	333714	323135	368780	371437	409964	360354	360133	296329	279457	310244	282795	238423	397136	381207	385117	454758	339454	278784	185371	267456	307927	198737	281101	253538	322489	269809	269027	273394	266193	283975	256437	245647	253159	291577	255839	241984	241884	295529	284131	315019	334891	364087	265203	279528	387585	393657	259318	289087	352061	284106	303024	322420	402654	414114	326056	309514	317850	290089	258339	291818	285404	279601	388273	361085	466520	388960	349403
multi.mapped.rate	0.0313872843398665	0.0350344330052723	0.036058114795521	0.0306737870318717	0.0340223944195816	0.0682177651610776	0.0609429925110805	0.077463712956892	0.0606845861334246	0.0597968580539858	0.0245170315348257	0.0219622718984792	0.0227105829712777	0.0204466236362836	0.0183398455267614	0.021341678827092	0.0216640936762693	0.020517021983897	0.0224858908264846	0.0206172373918071	0.0462397296450964	0.040442503346097	0.0451238978863337	0.0446250171498902	0.0444617294220973	0.0553506975046408	0.0521741414528475	0.0529642084249684	0.0558053488914472	0.0490529600837297	0.0438367078969508	0.0413201719301929	0.0446641793408375	0.0451962403350974	0.041127218676166	0.0612779845737284	0.0583482007288187	0.0552455492428997	0.0675075507667149	0.0573497060914993	0.0393972830707451	0.0291151169420261	0.035250572635968	0.0445787109355207	0.0306986196225437	0.0445645899683895	0.0440352548816228	0.0455291593505753	0.0433542609485943	0.0436512327720684	0.0477083771047813	0.0474837414747318	0.0475073667995317	0.047011549166362	0.0462989070572722	0.03736371914817	0.039562246390203	0.0356872145144196	0.0373682373688551	0.0375412880602116	0.0513275688837827	0.0507517349894587	0.0502555941073366	0.0508905632015021	0.0527152432560158	0.0461500632729004	0.0511048137923469	0.0487572275386346	0.0505467918990977	0.0482353917174811	0.0514421808194782	0.0571857993928635	0.0510735648739223	0.053730631907297	0.0502711338883292	0.0619176774481651	0.056132114345696	0.0537476355514162	0.0503263340346724	0.0551397976455298	0.045853064518704	0.0441922632619641	0.0435395825441214	0.043481354240858	0.0426524350014149	0.0607793002271047	0.053376487648691	0.060088063557437	0.0540340797008232	0.0497285023566041
