Ensembl Gene ID	Chromosome Name	Gene Start (bp)	Gene End (bp)	Strand	Associated Gene Name	Description	Pfam ID	Ensembl Protein Family ID(s)	Ensembl Family Description
ENSDARG00000098501	4	60483415	60484212	-1	BX248128.1		PF13894	PTHR24409_SF21	ZINC FINGER
ENSDARG00000098501	4	60483415	60484212	-1	BX248128.1		PF00096	PTHR24409_SF21	ZINC FINGER
ENSDARG00000104666	4	65457855	65568397	1	BX511215.2		PF00096	PTHR24384	ZINC FINGER
ENSDARG00000104666	4	65457855	65568397	1	BX511215.2		PF13894	PTHR24384	ZINC FINGER
ENSDARG00000104666	4	65457855	65568397	1	BX511215.2		PF13465	PTHR24384	ZINC FINGER
ENSDARG00000100340	4	39918691	39925386	-1	BX901907.2		PF00096	PTHR24384	ZINC FINGER
ENSDARG00000100340	4	39918691	39925386	-1	BX901907.2		PF13894	PTHR24384	ZINC FINGER
ENSDARG00000103751	4	72069720	72086590	-1	BX855614.4		PF00096	PTHR24384	ZINC FINGER
ENSDARG00000103751	4	72069720	72086590	-1	BX855614.4		PF13894	PTHR24384	ZINC FINGER
ENSDARG00000101460	4	30305991	30339599	-1	ZNF501 (1 of many)	si:dkey-233e3.3 [Source:ZFIN;Acc:ZDB-GENE-110914-41]	PF13894	PTHR24384	ZINC FINGER
ENSDARG00000101460	4	30305991	30339599	-1	ZNF501 (1 of many)	si:dkey-233e3.3 [Source:ZFIN;Acc:ZDB-GENE-110914-41]	PF13465	PTHR24384	ZINC FINGER
ENSDARG00000101460	4	30305991	30339599	-1	ZNF501 (1 of many)	si:dkey-233e3.3 [Source:ZFIN;Acc:ZDB-GENE-110914-41]	PF00096	PTHR24384	ZINC FINGER
ENSDARG00000098083	4	66185898	66193131	-1	BX276122.1		PF00096	PTHR24384	ZINC FINGER
ENSDARG00000098083	4	66185898	66193131	-1	BX276122.1		PF13894	PTHR24384	ZINC FINGER
ENSDARG00000103157	4	71340866	71425823	-1	CABZ01021450.4		PF13894	PTHR24384	ZINC FINGER
ENSDARG00000103157	4	71340866	71425823	-1	CABZ01021450.4		PF00096	PTHR24384	ZINC FINGER
ENSDARG00000091869	4	71652635	71770329	-1	zgc:171727	zgc:171727 [Source:ZFIN;Acc:ZDB-GENE-071004-26]	PF13894	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000091869	4	71652635	71770329	-1	zgc:171727	zgc:171727 [Source:ZFIN;Acc:ZDB-GENE-071004-26]	PF00096	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000091869	4	71652635	71770329	-1	zgc:171727	zgc:171727 [Source:ZFIN;Acc:ZDB-GENE-071004-26]	PF13912	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000091869	4	71652635	71770329	-1	zgc:171727	zgc:171727 [Source:ZFIN;Acc:ZDB-GENE-071004-26]	PF13912	PTHR24409_SF21	ZINC FINGER
ENSDARG00000091869	4	71652635	71770329	-1	zgc:171727	zgc:171727 [Source:ZFIN;Acc:ZDB-GENE-071004-26]	PF00096	PTHR24409_SF21	ZINC FINGER
ENSDARG00000100277	4	32511834	32694252	1	BX571878.1		PF13894	PTHR24384	ZINC FINGER
ENSDARG00000100277	4	32511834	32694252	1	BX571878.1		PF00096	PTHR24384	ZINC FINGER
ENSDARG00000100277	4	32511834	32694252	1	BX571878.1		PF13465	PTHR24384	ZINC FINGER
ENSDARG00000101539	4	60433689	60461460	1	znf997	zinc finger protein 997 [Source:ZFIN;Acc:ZDB-GENE-110914-80]	PF13894	PTHR24384	ZINC FINGER
ENSDARG00000101539	4	60433689	60461460	1	znf997	zinc finger protein 997 [Source:ZFIN;Acc:ZDB-GENE-110914-80]	PF13465	PTHR24384	ZINC FINGER
ENSDARG00000101539	4	60433689	60461460	1	znf997	zinc finger protein 997 [Source:ZFIN;Acc:ZDB-GENE-110914-80]	PF00096	PTHR24384	ZINC FINGER
ENSDARG00000101045	4	70003436	70014804	1	CU457778.2		PF13894	PTHR24384	ZINC FINGER
ENSDARG00000101045	4	70003436	70014804	1	CU457778.2		PF00096	PTHR24384	ZINC FINGER
ENSDARG00000102133	4	64417335	64424514	-1	si:dkey-47k16.4	si:dkey-47k16.4 [Source:ZFIN;Acc:ZDB-GENE-110914-131]	PF13465	PTHR24384	ZINC FINGER
ENSDARG00000102133	4	64417335	64424514	-1	si:dkey-47k16.4	si:dkey-47k16.4 [Source:ZFIN;Acc:ZDB-GENE-110914-131]	PF13894	PTHR24384	ZINC FINGER
ENSDARG00000102133	4	64417335	64424514	-1	si:dkey-47k16.4	si:dkey-47k16.4 [Source:ZFIN;Acc:ZDB-GENE-110914-131]	PF00096	PTHR24384	ZINC FINGER
ENSDARG00000101278	4	30789852	30795470	1	CU207245.2		PF00096	PTHR24384	ZINC FINGER
ENSDARG00000100523	4	39069544	39076241	1	BX548067.2		PF00096	PTHR24384	ZINC FINGER
ENSDARG00000101248	4	49925231	49929860	-1	ZNF501 (1 of many)	zinc finger protein 501 [Source:HGNC Symbol;Acc:HGNC:23717]	PF13465	PTHR24384	ZINC FINGER
ENSDARG00000101248	4	49925231	49929860	-1	ZNF501 (1 of many)	zinc finger protein 501 [Source:HGNC Symbol;Acc:HGNC:23717]	PF13894	PTHR24384	ZINC FINGER
ENSDARG00000101248	4	49925231	49929860	-1	ZNF501 (1 of many)	zinc finger protein 501 [Source:HGNC Symbol;Acc:HGNC:23717]	PF00096	PTHR24384	ZINC FINGER
ENSDARG00000092080	4	43535589	43538044	-1	CABZ01015530.1		PF13465	PTHR24384	ZINC FINGER
ENSDARG00000092080	4	43535589	43538044	-1	CABZ01015530.1		PF13894	PTHR24384	ZINC FINGER
ENSDARG00000092080	4	43535589	43538044	-1	CABZ01015530.1		PF00096	PTHR24384	ZINC FINGER
ENSDARG00000096186	4	33327315	33334659	1	si:dkey-247i3.5	si:dkey-247i3.5 [Source:ZFIN;Acc:ZDB-GENE-110914-32]	PF13894	PTHR24384	ZINC FINGER
ENSDARG00000096186	4	33327315	33334659	1	si:dkey-247i3.5	si:dkey-247i3.5 [Source:ZFIN;Acc:ZDB-GENE-110914-32]	PF00096	PTHR24384	ZINC FINGER
ENSDARG00000100477	4	38414614	38416019	-1	CR792418.2		PF13894	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000100477	4	38414614	38416019	-1	CR792418.2		PF13912	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000100477	4	38414614	38416019	-1	CR792418.2		PF00096	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000103723	4	67023063	67063035	1	zgc:173702	zgc:173702 [Source:ZFIN;Acc:ZDB-GENE-080208-3]	PF00096	PTHR24384	ZINC FINGER
ENSDARG00000103723	4	67023063	67063035	1	zgc:173702	zgc:173702 [Source:ZFIN;Acc:ZDB-GENE-080208-3]	PF00096	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000103723	4	67023063	67063035	1	zgc:173702	zgc:173702 [Source:ZFIN;Acc:ZDB-GENE-080208-3]	PF13912	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000103723	4	67023063	67063035	1	zgc:173702	zgc:173702 [Source:ZFIN;Acc:ZDB-GENE-080208-3]	PF13894	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000103723	4	67023063	67063035	1	zgc:173702	zgc:173702 [Source:ZFIN;Acc:ZDB-GENE-080208-3]	PF13912	PTHR24384	ZINC FINGER
ENSDARG00000103723	4	67023063	67063035	1	zgc:173702	zgc:173702 [Source:ZFIN;Acc:ZDB-GENE-080208-3]	PF13894	PTHR24384	ZINC FINGER
ENSDARG00000104152	4	71030130	71046860	-1	CABZ01054391.1		PF00096	PTHR24409_SF21	ZINC FINGER
ENSDARG00000104152	4	71030130	71046860	-1	CABZ01054391.1		PF12874	PTHR24409_SF21	ZINC FINGER
ENSDARG00000104152	4	71030130	71046860	-1	CABZ01054391.1		PF13894	PTHR24409_SF21	ZINC FINGER
ENSDARG00000087544	4	55439551	55441277	1	BX510934.1		PF13912	PTHR24384	ZINC FINGER
ENSDARG00000087544	4	55439551	55441277	1	BX510934.1		PF13894	PTHR24384	ZINC FINGER
ENSDARG00000087544	4	55439551	55441277	1	BX510934.1		PF00096	PTHR24384	ZINC FINGER
ENSDARG00000104638	4	46447572	46456087	1	BX324155.1		PF13894	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000104638	4	46447572	46456087	1	BX324155.1		PF13912	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000104638	4	46447572	46456087	1	BX324155.1		PF00096	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000102062	4	60663588	60669792	1	CU182823.1		PF13894	PTHR24384	ZINC FINGER
ENSDARG00000102062	4	60663588	60669792	1	CU182823.1		PF00096	PTHR24384	ZINC FINGER
ENSDARG00000099224	4	29418694	29428514	-1	CR847895.2		PF13894	PTHR24384	ZINC FINGER
ENSDARG00000099224	4	29418694	29428514	-1	CR847895.2		PF00096	PTHR24384	ZINC FINGER
ENSDARG00000101864	4	58607086	58608454	1	CR293500.1		PF13894	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000101864	4	58607086	58608454	1	CR293500.1		PF00096	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000095521	4	33326258	33483110	1	znf1090	zinc finger protein 1090 [Source:ZFIN;Acc:ZDB-GENE-110914-10]	PF00096	PTHR24384	ZINC FINGER
ENSDARG00000099929	4	63963244	63968360	-1	CR361561.1		PF00096	PTHR24384	ZINC FINGER
ENSDARG00000099929	4	63963244	63968360	-1	CR361561.1		PF13465	PTHR24384	ZINC FINGER
ENSDARG00000099929	4	63963244	63968360	-1	CR361561.1		PF13894	PTHR24384	ZINC FINGER
ENSDARG00000104586	4	30684985	30690221	-1	CU302413.1		PF00096	PTHR24384	ZINC FINGER
ENSDARG00000104586	4	30684985	30690221	-1	CU302413.1		PF13894	PTHR24384	ZINC FINGER
ENSDARG00000101883	4	74853229	74857138	1	FP074874.2		PF13912	PTHR24384	ZINC FINGER
ENSDARG00000101883	4	74853229	74857138	1	FP074874.2		PF13894	PTHR24384	ZINC FINGER
ENSDARG00000101883	4	74853229	74857138	1	FP074874.2		PF00096	PTHR24384	ZINC FINGER
ENSDARG00000105017	4	34082399	34091459	1	CT737138.1		PF00096	PTHR24384	ZINC FINGER
ENSDARG00000101797	4	66074040	66106973	1	CT737127.2		PF00096	PTHR24384	ZINC FINGER
ENSDARG00000098138	4	34024442	34038942	1	CABZ01060110.1		PF00096	PTHR24384	ZINC FINGER
ENSDARG00000098138	4	34024442	34038942	1	CABZ01060110.1		PF13894	PTHR24384	ZINC FINGER
ENSDARG00000099760	4	64866060	64872970	1	CT573263.1		PF00096	PTHR24384	ZINC FINGER
ENSDARG00000099760	4	64866060	64872970	1	CT573263.1		PF13894	PTHR24384	ZINC FINGER
ENSDARG00000094443	4	55930462	55936210	1	CT027609.1		PF13912	PTHR24384	ZINC FINGER
ENSDARG00000094443	4	55930462	55936210	1	CT027609.1		PF13894	PTHR24384	ZINC FINGER
ENSDARG00000094443	4	55930462	55936210	1	CT027609.1		PF00096	PTHR24384	ZINC FINGER
ENSDARG00000100673	4	44999378	45003832	-1	ZNF501 (1 of many)	zinc finger protein 501 [Source:HGNC Symbol;Acc:HGNC:23717]	PF00096	PTHR24384	ZINC FINGER
ENSDARG00000100673	4	44999378	45003832	-1	ZNF501 (1 of many)	zinc finger protein 501 [Source:HGNC Symbol;Acc:HGNC:23717]	PF13894	PTHR24384	ZINC FINGER
ENSDARG00000093134	4	40722137	40724952	-1	CR388165.1		PF00096	PTHR24409_SF21	ZINC FINGER
ENSDARG00000093134	4	40722137	40724952	-1	CR388165.1		PF13894	PTHR24409_SF21	ZINC FINGER
ENSDARG00000096011	4	33467752	33629011	-1	si:dkeyp-4f2.3	si:dkeyp-4f2.3 [Source:ZFIN;Acc:ZDB-GENE-110914-117]	PF13465	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000096011	4	33467752	33629011	-1	si:dkeyp-4f2.3	si:dkeyp-4f2.3 [Source:ZFIN;Acc:ZDB-GENE-110914-117]	PF00096	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000096011	4	33467752	33629011	-1	si:dkeyp-4f2.3	si:dkeyp-4f2.3 [Source:ZFIN;Acc:ZDB-GENE-110914-117]	PF13894	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000096011	4	33467752	33629011	-1	si:dkeyp-4f2.3	si:dkeyp-4f2.3 [Source:ZFIN;Acc:ZDB-GENE-110914-117]	PF13912	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000098469	4	56350539	56499561	1	BX927290.1		PF13465	PTHR24384	ZINC FINGER
ENSDARG00000098469	4	56350539	56499561	1	BX927290.1		PF00096	PTHR24384	ZINC FINGER
ENSDARG00000098469	4	56350539	56499561	1	BX927290.1		PF13894	PTHR24384	ZINC FINGER
ENSDARG00000074298	4	71811085	71920152	-1	si:ch73-266f23.1	si:ch73-266f23.1 [Source:ZFIN;Acc:ZDB-GENE-110913-180]	PF13894	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000074298	4	71811085	71920152	-1	si:ch73-266f23.1	si:ch73-266f23.1 [Source:ZFIN;Acc:ZDB-GENE-110913-180]	PF00096	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000074298	4	71811085	71920152	-1	si:ch73-266f23.1	si:ch73-266f23.1 [Source:ZFIN;Acc:ZDB-GENE-110913-180]	PF13894	PTHR24384	ZINC FINGER
ENSDARG00000074298	4	71811085	71920152	-1	si:ch73-266f23.1	si:ch73-266f23.1 [Source:ZFIN;Acc:ZDB-GENE-110913-180]	PF00096	PTHR24384	ZINC FINGER
ENSDARG00000074298	4	71811085	71920152	-1	si:ch73-266f23.1	si:ch73-266f23.1 [Source:ZFIN;Acc:ZDB-GENE-110913-180]	PF13912	PTHR24409_SF21	ZINC FINGER
ENSDARG00000074298	4	71811085	71920152	-1	si:ch73-266f23.1	si:ch73-266f23.1 [Source:ZFIN;Acc:ZDB-GENE-110913-180]	PF13894	PTHR24409_SF21	ZINC FINGER
ENSDARG00000074298	4	71811085	71920152	-1	si:ch73-266f23.1	si:ch73-266f23.1 [Source:ZFIN;Acc:ZDB-GENE-110913-180]	PF00096	PTHR24409_SF21	ZINC FINGER
ENSDARG00000102691	4	64520436	64534997	-1	BX649556.2		PF00096	PTHR24384	ZINC FINGER
ENSDARG00000102691	4	64520436	64534997	-1	BX649556.2		PF13894	PTHR24384	ZINC FINGER
ENSDARG00000097127	4	75657223	75660745	-1	si:dkey-172k15.3	si:dkey-172k15.3 [Source:ZFIN;Acc:ZDB-GENE-131121-97]	PF13912	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000102545	4	36423137	36428737	-1	BX537137.2		PF00096	PTHR24384	ZINC FINGER
ENSDARG00000103159	4	36600689	36743011	-1	BX571760.1		PF13894	PTHR24384	ZINC FINGER
ENSDARG00000103159	4	36600689	36743011	-1	BX571760.1		PF00096	PTHR24384	ZINC FINGER
ENSDARG00000098265	4	60494922	60560691	1	si:dkey-16p19.1	si:dkey-16p19.1 [Source:ZFIN;Acc:ZDB-GENE-120709-3]	PF00096	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000098265	4	60494922	60560691	1	si:dkey-16p19.1	si:dkey-16p19.1 [Source:ZFIN;Acc:ZDB-GENE-120709-3]	PF12874	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000098265	4	60494922	60560691	1	si:dkey-16p19.1	si:dkey-16p19.1 [Source:ZFIN;Acc:ZDB-GENE-120709-3]	PF13894	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000098265	4	60494922	60560691	1	si:dkey-16p19.1	si:dkey-16p19.1 [Source:ZFIN;Acc:ZDB-GENE-120709-3]	PF13912	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000100509	4	61452714	61469697	1	si:dkey-82i20.2	si:dkey-82i20.2 [Source:ZFIN;Acc:ZDB-GENE-110914-74]	PF13912	PTHR24384	ZINC FINGER
ENSDARG00000100509	4	61452714	61469697	1	si:dkey-82i20.2	si:dkey-82i20.2 [Source:ZFIN;Acc:ZDB-GENE-110914-74]	PF00096	PTHR24384	ZINC FINGER
ENSDARG00000096140	4	33503446	33629015	-1	znf1120	zinc finger protein 1120 [Source:ZFIN;Acc:ZDB-GENE-110914-3]	PF00096	PTHR24384	ZINC FINGER
ENSDARG00000096140	4	33503446	33629015	-1	znf1120	zinc finger protein 1120 [Source:ZFIN;Acc:ZDB-GENE-110914-3]	PF13912	PTHR24384	ZINC FINGER
ENSDARG00000096140	4	33503446	33629015	-1	znf1120	zinc finger protein 1120 [Source:ZFIN;Acc:ZDB-GENE-110914-3]	PF13465	PTHR24384	ZINC FINGER
ENSDARG00000096140	4	33503446	33629015	-1	znf1120	zinc finger protein 1120 [Source:ZFIN;Acc:ZDB-GENE-110914-3]	PF13894	PTHR24384	ZINC FINGER
ENSDARG00000103008	4	34172073	34179372	1	BX324179.3		PF00096	PTHR24384	ZINC FINGER
ENSDARG00000098371	4	51715342	51728202	-1	BX511078.1		PF00096	PTHR24384	ZINC FINGER
ENSDARG00000098371	4	51715342	51728202	-1	BX511078.1		PF13894	PTHR24384	ZINC FINGER
ENSDARG00000102561	4	34642988	34648860	1	AL645691.2		PF13894	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000102561	4	34642988	34648860	1	AL645691.2		PF00096	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000100271	4	64968488	64972671	-1	CU467943.2		PF13912	PTHR24384	ZINC FINGER
ENSDARG00000100271	4	64968488	64972671	-1	CU467943.2		PF00096	PTHR24384	ZINC FINGER
ENSDARG00000100271	4	64968488	64972671	-1	CU467943.2		PF13465	PTHR24384	ZINC FINGER
ENSDARG00000092938	4	35614906	35616087	1	CR847906.1		PF13912	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000092938	4	35614906	35616087	1	CR847906.1		PF13894	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000092938	4	35614906	35616087	1	CR847906.1		PF00096	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000086449	4	33439391	33447071	1	znf1055	zinc finger protein 1055 [Source:ZFIN;Acc:ZDB-GENE-110913-80]	PF13894	PTHR24384	ZINC FINGER
ENSDARG00000086449	4	33439391	33447071	1	znf1055	zinc finger protein 1055 [Source:ZFIN;Acc:ZDB-GENE-110913-80]	PF00096	PTHR24384	ZINC FINGER
ENSDARG00000086449	4	33439391	33447071	1	znf1055	zinc finger protein 1055 [Source:ZFIN;Acc:ZDB-GENE-110913-80]	PF13465	PTHR24384	ZINC FINGER
ENSDARG00000098986	4	38939438	38949041	-1	BX548067.1		PF13894	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000098986	4	38939438	38949041	-1	BX548067.1		PF12874	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000098986	4	38939438	38949041	-1	BX548067.1		PF00096	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000098986	4	38939438	38949041	-1	BX548067.1		PF13912	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000095030	4	71776521	71807051	-1	FP016229.1		PF00096	PTHR24409_SF21	ZINC FINGER
ENSDARG00000095030	4	71776521	71807051	-1	FP016229.1		PF13912	PTHR24409_SF21	ZINC FINGER
ENSDARG00000095030	4	71776521	71807051	-1	FP016229.1		PF13894	PTHR24409_SF21	ZINC FINGER
ENSDARG00000098354	4	55690944	55692158	-1	CR388206.1		PF13894	PTHR24384	ZINC FINGER
ENSDARG00000098354	4	55690944	55692158	-1	CR388206.1		PF00096	PTHR24384	ZINC FINGER
ENSDARG00000076252	4	33566413	33575978	1	si:dkey-247i3.1	si:dkey-247i3.1 [Source:ZFIN;Acc:ZDB-GENE-110913-84]	PF00096	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000076252	4	33566413	33575978	1	si:dkey-247i3.1	si:dkey-247i3.1 [Source:ZFIN;Acc:ZDB-GENE-110913-84]	PF13912	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000098190	4	30539280	30540146	1	CR383668.1		PF00096	PTHR24384	ZINC FINGER
ENSDARG00000098190	4	30539280	30540146	1	CR383668.1		PF13894	PTHR24384	ZINC FINGER
ENSDARG00000104678	4	75516290	75524882	1	CU467646.7		PF12874	PTHR24384	ZINC FINGER
ENSDARG00000104678	4	75516290	75524882	1	CU467646.7		PF00096	PTHR24384	ZINC FINGER
ENSDARG00000104678	4	75516290	75524882	1	CU467646.7		PF13894	PTHR24384	ZINC FINGER
ENSDARG00000104678	4	75516290	75524882	1	CU467646.7		PF13465	PTHR24384	ZINC FINGER
ENSDARG00000098839	4	50505376	50515992	1	BX640584.2		PF13465	PTHR24384	ZINC FINGER
ENSDARG00000098839	4	50505376	50515992	1	BX640584.2		PF00096	PTHR24384	ZINC FINGER
ENSDARG00000098839	4	50505376	50515992	1	BX640584.2		PF13894	PTHR24384	ZINC FINGER
ENSDARG00000103832	4	69945188	69952235	1	CU457778.4		PF00096	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000102961	4	70344005	70349186	-1	CR391997.2		PF13465	PTHR24384	ZINC FINGER
ENSDARG00000089604	4	70717551	70726459	-1	CABZ01054405.1		PF13894	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000089604	4	70717551	70726459	-1	CABZ01054405.1		PF00096	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000100793	4	32189932	32195433	1	CR450785.1		PF13465	PTHR24384	ZINC FINGER
ENSDARG00000100793	4	32189932	32195433	1	CR450785.1		PF00096	PTHR24384	ZINC FINGER
ENSDARG00000100793	4	32189932	32195433	1	CR450785.1		PF13894	PTHR24384	ZINC FINGER
ENSDARG00000076442	4	75673766	75732453	-1	znf971	zinc finger protein 971 [Source:ZFIN;Acc:ZDB-GENE-050306-52]	PF00096	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000076442	4	75673766	75732453	-1	znf971	zinc finger protein 971 [Source:ZFIN;Acc:ZDB-GENE-050306-52]	PF13894	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000076442	4	75673766	75732453	-1	znf971	zinc finger protein 971 [Source:ZFIN;Acc:ZDB-GENE-050306-52]	PF00096	PTHR24384	ZINC FINGER
ENSDARG00000076442	4	75673766	75732453	-1	znf971	zinc finger protein 971 [Source:ZFIN;Acc:ZDB-GENE-050306-52]	PF13894	PTHR24384	ZINC FINGER
ENSDARG00000095126	4	59016295	59020474	1	si:dkey-82i20.2	si:dkey-82i20.2 [Source:ZFIN;Acc:ZDB-GENE-110914-74]	PF00096	PTHR24384	ZINC FINGER
ENSDARG00000095126	4	59016295	59020474	1	si:dkey-82i20.2	si:dkey-82i20.2 [Source:ZFIN;Acc:ZDB-GENE-110914-74]	PF13465	PTHR24384	ZINC FINGER
ENSDARG00000089635	4	70728419	70739666	1	CABZ01054405.2		PF00096	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000089635	4	70728419	70739666	1	CABZ01054405.2		PF13912	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000080016	4	72206750	72211616	-1	CABZ01032454.1		PF13912	PTHR24377_SF155	ZINC FINGER
ENSDARG00000080016	4	72206750	72211616	-1	CABZ01032454.1		PF13894	PTHR24377_SF155	ZINC FINGER
ENSDARG00000080016	4	72206750	72211616	-1	CABZ01032454.1		PF00096	PTHR24377_SF155	ZINC FINGER
ENSDARG00000101103	4	31596294	31647210	1	ZNF74	zinc finger protein 74 [Source:HGNC Symbol;Acc:HGNC:13144]	PF13894	PTHR24384	ZINC FINGER
ENSDARG00000101103	4	31596294	31647210	1	ZNF74	zinc finger protein 74 [Source:HGNC Symbol;Acc:HGNC:13144]	PF00096	PTHR24384	ZINC FINGER
ENSDARG00000103958	4	65119880	65126547	-1	BX572103.6		PF00096	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000103958	4	65119880	65126547	-1	BX572103.6		PF13894	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000103790	4	46379891	46385716	1	BX294653.1		PF00096	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000103790	4	46379891	46385716	1	BX294653.1		PF13894	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000102897	4	70443121	70457107	1	CABZ01002345.1		PF13894	PTHR24384	ZINC FINGER
ENSDARG00000102897	4	70443121	70457107	1	CABZ01002345.1		PF13912	PTHR24384	ZINC FINGER
ENSDARG00000102897	4	70443121	70457107	1	CABZ01002345.1		PF00096	PTHR24384	ZINC FINGER
ENSDARG00000103879	4	32239556	32247389	1	CR450785.2		PF00096	PTHR24384	ZINC FINGER
ENSDARG00000103879	4	32239556	32247389	1	CR450785.2		PF13894	PTHR24384	ZINC FINGER
ENSDARG00000099264	4	32810174	32820588	-1	BX324003.3		PF00096	PTHR24384	ZINC FINGER
ENSDARG00000031777	4	18620563	18663699	-1	pparaa	peroxisome proliferator-activated receptor alpha a [Source:ZFIN;Acc:ZDB-GENE-041210-169]	PF00105	PTHR24082_SF197	PEROXISOME PROLIFERATOR ACTIVATED RECEPTOR ALPHA PPAR ALPHA NUCLEAR RECEPTOR SUBFAMILY 1 GROUP C MEMBER 1
ENSDARG00000090366	4	33440720	33533611	1	znf1065	zinc finger protein 1065 [Source:ZFIN;Acc:ZDB-GENE-071004-94]	PF13912	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000090366	4	33440720	33533611	1	znf1065	zinc finger protein 1065 [Source:ZFIN;Acc:ZDB-GENE-071004-94]	PF13894	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000090366	4	33440720	33533611	1	znf1065	zinc finger protein 1065 [Source:ZFIN;Acc:ZDB-GENE-071004-94]	PF00096	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000086720	4	46902352	46912365	-1	znf1023	zinc finger protein 1023 [Source:ZFIN;Acc:ZDB-GENE-080218-24]	PF13465	PTHR24384	ZINC FINGER
ENSDARG00000086720	4	46902352	46912365	-1	znf1023	zinc finger protein 1023 [Source:ZFIN;Acc:ZDB-GENE-080218-24]	PF00096	PTHR24384	ZINC FINGER
